2025-02-23T21:00:31.645Z [INFO] -------------------------- 
2025-02-23T21:00:31.645Z [INFO] Vortex Version 1.13.7 
2025-02-23T21:00:31.645Z [INFO] Parameters C:\Program Files\Black Tree Gaming Ltd\Vortex\Vortex.exe 
2025-02-23T21:00:31.657Z [INFO] start file validation 
2025-02-23T21:00:35.865Z [INFO] done file validation 
2025-02-23T21:00:35.978Z [DEBUG] showing splash screen 
2025-02-23T21:00:35.997Z [INFO] using C:\Users\monkeh\AppData\Roaming\Vortex as the storage directory 
2025-02-23T21:00:35.997Z [DEBUG] reading app state 
2025-02-23T21:00:36.000Z [DEBUG] first startup, generated instance id {"instanceId":"276b6be3-f1b9-4f92-a040-1606ec442d24"}
2025-02-23T21:00:36.200Z [INFO] Epic games launcher not found {"error":"The system cannot find the file specified."}
2025-02-23T21:00:36.442Z [INFO] failed to load dynamic extensions, path doesn't exist C:\Users\monkeh\AppData\Roaming\Vortex\plugins 
2025-02-23T21:00:36.449Z [DEBUG] loaded extension {"name":"changelog-dashlet","loadTime":1,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.449Z [DEBUG] loaded extension {"name":"collections","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.449Z [DEBUG] loaded extension {"name":"common-interpreters","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.449Z [DEBUG] loaded extension {"name":"documentation","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.449Z [DEBUG] loaded extension {"name":"extension-dashlet","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.450Z [DEBUG] loaded extension {"name":"feedback","loadTime":1,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.450Z [DEBUG] loaded extension {"name":"fnis-integration","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.450Z [DEBUG] loaded extension {"name":"game-7daystodie","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.450Z [DEBUG] loaded extension {"name":"game-ahatintime","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.450Z [DEBUG] loaded extension {"name":"game-baldursgate3","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.451Z [DEBUG] loaded extension {"name":"game-battletech","loadTime":1,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.451Z [DEBUG] loaded extension {"name":"game-bladeandsorcery","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.451Z [DEBUG] loaded extension {"name":"game-bloodstainedritualofthenight","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.451Z [DEBUG] loaded extension {"name":"game-breakingwheel","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.451Z [DEBUG] loaded extension {"name":"game-codevein","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.451Z [DEBUG] loaded extension {"name":"game-conanexiles","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.452Z [DEBUG] loaded extension {"name":"game-cyberpunk2077","loadTime":1,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.452Z [DEBUG] loaded extension {"name":"game-daggerfallunity","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.452Z [DEBUG] loaded extension {"name":"game-darkestdungeon","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
2025-02-23T21:00:36.452Z [DEBUG] loaded extension {"name":"game-darksouls","loadTime":0,"location":"C:\\Program Files\\Black Tree Gaming Ltd\\Vortex\\resources\\app.asar.unpacked\\bundledPlugins"}
